# NOTES:
#
# This is a trace of Super Mario Bros from the FCEUX emulator.
#
# It's not a complete trace; I've snipped a bunch of repetitive stuff (but not all of it).
#
# More importantly, the trace goes _just_ up until the point where the program
# writes the first data into the PPU's palette memory space.
#
# For some reason my emulator never hits this area, and it's been a real pain
# to figure out what's going wrong.
#
# This trace uses indentation based on the stack pointer to help show you
# subroutine structure, which is really helpful.
#
# Figuring this out requires ridiculous amounts of focus and it's very easy
# to lose my place after each debugging session, so I'm writing this to help
# me pick back up the next time.
#
# I'm going to mark points in the trace where I _last_ checked that we've hit
# with the text ===MARK=== after the trace line.
#
# Other lines that are interesting will be marked with ===NOTE===


  $8000: 78       SEIA:00 X:00 Y:00 S:FD P:nvubdIzc 
  $90DF: C0 FF    CPY #$FFA:00 X:06 Y:09 S:FD P:nvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:06 Y:09 S:FD P:nvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:06 Y:09 S:FD P:nvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:06 Y:09 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $0609 = #$00A:00 X:06 Y:09 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:06 Y:09 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:06 Y:08 S:FD P:nvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:06 Y:08 S:FD P:nvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:06 Y:08 S:FD P:nvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:06 Y:08 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $0608 = #$00A:00 X:06 Y:08 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:06 Y:08 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:06 Y:07 S:FD P:nvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:06 Y:07 S:FD P:nvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:06 Y:07 S:FD P:nvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:06 Y:07 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $0607 = #$FFA:00 X:06 Y:07 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:06 Y:07 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:06 Y:06 S:FD P:nvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:06 Y:06 S:FD P:nvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:06 Y:06 S:FD P:nvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:06 Y:06 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $0606 = #$FFA:00 X:06 Y:06 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:06 Y:06 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:06 Y:05 S:FD P:nvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:06 Y:05 S:FD P:nvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:06 Y:05 S:FD P:nvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:06 Y:05 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $0605 = #$FFA:00 X:06 Y:05 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:06 Y:05 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:06 Y:04 S:FD P:nvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:06 Y:04 S:FD P:nvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:06 Y:04 S:FD P:nvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:06 Y:04 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $0604 = #$FFA:00 X:06 Y:04 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:06 Y:04 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:06 Y:03 S:FD P:nvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:06 Y:03 S:FD P:nvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:06 Y:03 S:FD P:nvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:06 Y:03 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $0603 = #$00A:00 X:06 Y:03 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:06 Y:03 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:06 Y:02 S:FD P:nvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:06 Y:02 S:FD P:nvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:06 Y:02 S:FD P:nvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:06 Y:02 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $0602 = #$00A:00 X:06 Y:02 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:06 Y:02 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:06 Y:01 S:FD P:nvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:06 Y:01 S:FD P:nvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:06 Y:01 S:FD P:nvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:06 Y:01 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $0601 = #$00A:00 X:06 Y:01 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:06 Y:01 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:06 Y:00 S:FD P:nvubdIZC 
  $90E1: D0 F1    BNE $90D4A:00 X:06 Y:00 S:FD P:nvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:06 Y:00 S:FD P:nvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:06 Y:00 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $0600 = #$00A:00 X:06 Y:00 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:06 Y:00 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:06 Y:FF S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:06 Y:FF S:FD P:nvubdIZC 
  $90E3: CA       DEXA:00 X:06 Y:FF S:FD P:nvubdIZC 
  $90E4: 10 EC    BPL $90D2A:00 X:05 Y:FF S:FD P:nvubdIzC 
  $90D2: 86 07    STX $07 = #$06A:00 X:05 Y:FF S:FD P:nvubdIzC 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:FF S:FD P:nvubdIzC 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:FF S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05FF = #$FFA:00 X:05 Y:FF S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:FF S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:FE S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:FE S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:FE S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:FE S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05FE = #$FFA:00 X:05 Y:FE S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:FE S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:FD S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:FD S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:FD S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:FD S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05FD = #$FFA:00 X:05 Y:FD S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:FD S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:FC S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:FC S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:FC S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:FC S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05FC = #$FFA:00 X:05 Y:FC S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:FC S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:FB S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:FB S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:FB S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:FB S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05FB = #$00A:00 X:05 Y:FB S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:FB S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:FA S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:FA S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:FA S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:FA S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05FA = #$00A:00 X:05 Y:FA S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:FA S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:F9 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:F9 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:F9 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:F9 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05F9 = #$00A:00 X:05 Y:F9 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:F9 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:F8 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:F8 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:F8 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:F8 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05F8 = #$00A:00 X:05 Y:F8 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:F8 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:F7 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:F7 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:F7 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:F7 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05F7 = #$FFA:00 X:05 Y:F7 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:F7 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:F6 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:F6 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:F6 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:F6 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05F6 = #$FFA:00 X:05 Y:F6 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:F6 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:F5 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:F5 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:F5 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:F5 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05F5 = #$FFA:00 X:05 Y:F5 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:F5 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:F4 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:F4 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:F4 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:F4 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05F4 = #$FFA:00 X:05 Y:F4 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:F4 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:F3 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:F3 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:F3 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:F3 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05F3 = #$00A:00 X:05 Y:F3 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:F3 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:F2 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:F2 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:F2 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:F2 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05F2 = #$00A:00 X:05 Y:F2 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:F2 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:F1 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:F1 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:F1 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:F1 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05F1 = #$00A:00 X:05 Y:F1 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:F1 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:F0 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:F0 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:F0 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:F0 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05F0 = #$00A:00 X:05 Y:F0 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:F0 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:EF S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:EF S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:EF S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:EF S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05EF = #$FFA:00 X:05 Y:EF S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:EF S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:EE S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:EE S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:EE S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:EE S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05EE = #$FFA:00 X:05 Y:EE S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:EE S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:ED S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:ED S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:ED S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:ED S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05ED = #$FFA:00 X:05 Y:ED S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:ED S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:EC S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:EC S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:EC S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:EC S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05EC = #$FFA:00 X:05 Y:EC S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:EC S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:EB S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:EB S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:EB S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:EB S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05EB = #$00A:00 X:05 Y:EB S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:EB S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:EA S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:EA S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:EA S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:EA S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05EA = #$00A:00 X:05 Y:EA S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:EA S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:E9 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:E9 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:E9 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:E9 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05E9 = #$00A:00 X:05 Y:E9 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:E9 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:E8 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:E8 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:E8 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:E8 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05E8 = #$00A:00 X:05 Y:E8 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:E8 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:E7 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:E7 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:E7 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:E7 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05E7 = #$FFA:00 X:05 Y:E7 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:E7 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:E6 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:E6 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:E6 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:E6 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05E6 = #$FFA:00 X:05 Y:E6 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:E6 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:E5 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:E5 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:E5 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:E5 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05E5 = #$FFA:00 X:05 Y:E5 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:E5 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:E4 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:E4 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:E4 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:E4 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05E4 = #$FFA:00 X:05 Y:E4 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:E4 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:E3 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:E3 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:E3 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:E3 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05E3 = #$00A:00 X:05 Y:E3 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:E3 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:E2 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:E2 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:E2 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:E2 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05E2 = #$00A:00 X:05 Y:E2 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:E2 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:E1 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:E1 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:E1 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:E1 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05E1 = #$00A:00 X:05 Y:E1 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:E1 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:E0 S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:E0 S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:E0 S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:E0 S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05E0 = #$00A:00 X:05 Y:E0 S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:E0 S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:DF S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:DF S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:DF S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:DF S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05DF = #$FFA:00 X:05 Y:DF S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:DF S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:DE S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:DE S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:DE S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:DE S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05DE = #$FFA:00 X:05 Y:DE S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:DE S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:DD S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:DD S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:DD S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:DD S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05DD = #$FFA:00 X:05 Y:DD S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:DD S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:DC S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:DC S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:DC S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:DC S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05DC = #$FFA:00 X:05 Y:DC S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:DC S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:DB S:FD P:NvubdIzC 
  $90E1: D0 F1    BNE $90D4A:00 X:05 Y:DB S:FD P:NvubdIzc 
  $90D4: E0 01    CPX #$01A:00 X:05 Y:DB S:FD P:NvubdIzc 
  $90D6: D0 04    BNE $90DCA:00 X:05 Y:DB S:FD P:nvubdIzC 
  $90DC: 91 06    STA ($06),Y @ $05DB = #$00A:00 X:05 Y:DB S:FD P:nvubdIzC 
  $90DE: 88       DEYA:00 X:05 Y:DB S:FD P:nvubdIzC 
  $90DF: C0 FF    CPY #$FFA:00 X:05 Y:DA S:FD P:NvubdIzC 
